Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen,product_area,Description
Vextrix,"Regional Vice President, Sales",https://careers.vextrix.io/jobs/537,"London, UK",2026-01-31,81,Sales,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.6,3.05,2026-01-30,2026-01-31,Data Observability,
Vextrix,"Senior Engineer, APIs & Integrations",https://careers.vextrix.io/jobs/538,"Berlin, Germany",2026-03-12,41,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,14.1,1.3,2026-03-06,2026-03-14,Data Observability,
Vextrix,Director of Product Marketing,https://careers.vextrix.io/jobs/539,"Austin, TX",2026-02-28,53,Marketing,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.9,0.57,2026-02-25,2026-03-05,Data Observability,
Vextrix,"Staff Engineer, Infrastructure",https://careers.vextrix.io/jobs/540,"Denver, CO",2026-03-31,22,Engineering,Principal/Staff,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.7,0.69,2026-03-24,2026-04-04,Data Observability,
Vextrix,"Software Engineer, Frontend",https://careers.vextrix.io/jobs/541,Remote,2026-04-08,14,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.2,0.75,2026-04-02,2026-04-10,Data Observability,
Vextrix,"Principal Engineer, Distributed Systems",https://careers.vextrix.io/jobs/542,"Austin, TX",2026-01-31,81,Engineering,Principal/Staff,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,3.02,2026-01-31,2026-01-31,Data Observability,
Vextrix,"Regional Vice President, Sales",https://careers.vextrix.io/jobs/543,"Amsterdam, Netherlands",2026-02-21,60,Sales,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.4,2.15,2026-02-19,2026-02-26,Data Observability,
Vextrix,Data Science Manager,https://careers.vextrix.io/jobs/544,"Berlin, Germany",2026-02-13,68,AI/ML & Vector,Manager,Data Observability,Data/Analytics,data_analytics,Data,Data/Analytics,4.8,1.43,2026-02-08,2026-02-16,Data Observability,
Vextrix,ML Research Scientist,https://careers.vextrix.io/jobs/545,"Boston, MA",2026-03-13,40,AI/ML & Vector,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.8,0.97,2026-03-13,2026-03-13,Data Observability,
Vextrix,"AI Product Engineer, LLM Features",https://careers.vextrix.io/jobs/546,"Chicago, IL",2026-03-16,37,AI/ML & Vector,IC,Data Observability,Vector / AI,vector___ai,Vector,Vector / AI,9.1,2.56,2026-03-09,2026-03-19,Data Observability,
Vextrix,"SWE, Frontend",https://careers.vextrix.io/jobs/547,"Seattle, WA",2026-02-04,77,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.6,2.14,2026-02-01,2026-02-07,Data Observability,
Vextrix,Demand Generation Manager,https://careers.vextrix.io/jobs/548,"Austin, TX",2026-03-21,32,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.9,2.44,2026-03-15,2026-03-22,Data Observability,
Vextrix,"Software Engineer, Frontend",https://careers.vextrix.io/jobs/549,"London, UK",2026-02-14,67,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.6,2.55,2026-02-10,2026-02-19,Data Observability,
Vextrix,"Regional Vice President, Sales",https://careers.vextrix.io/jobs/550,"New York, NY",2026-03-28,25,Sales,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.9,1.37,2026-03-21,2026-04-01,Data Observability,
Vextrix,Site Reliability Engineer,https://careers.vextrix.io/jobs/551,"Boston, MA",2026-03-28,25,Engineering,IC,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.5,0.65,2026-03-28,2026-03-29,Data Observability,
Vextrix,Director of Technology Partnerships,https://careers.vextrix.io/jobs/552,"Chicago, IL",2026-04-05,17,Partners/Alliances,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,1.2,2026-04-03,2026-04-05,Data Observability,
Vextrix,"ML Engineer, Vector Search",https://careers.vextrix.io/jobs/553,"Chicago, IL",2026-03-13,40,AI/ML & Vector,IC,Data Observability,Vector / AI,vector___ai,Vector,Vector / AI,10.0,1.89,2026-03-13,2026-03-15,Data Observability,
Vextrix,"Software Engineer II, Backend",https://careers.vextrix.io/jobs/554,"Denver, CO",2026-03-18,35,Engineering,IC,Data Observability,Backend Systems,backend_systems,Backend Systems,Backend Systems,5.6,1.91,2026-03-15,2026-03-20,Data Observability,
Vextrix,"Solutions Engineer, Enterprise",https://careers.vextrix.io/jobs/555,"Denver, CO",2026-03-21,32,Solution Engineering,IC,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,15.0,1.83,2026-03-21,2026-03-22,Data Observability,
Vextrix,"Staff Engineer, Infrastructure",https://careers.vextrix.io/jobs/556,"Denver, CO",2026-02-20,61,Engineering,Principal/Staff,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.9,1.44,2026-02-15,2026-02-21,Data Observability,
Vextrix,Enterprise Account Executive,https://careers.vextrix.io/jobs/557,"Chicago, IL",2026-03-20,33,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.8,1.1,2026-03-20,2026-03-25,Data Observability,
Vextrix,"Staff Engineer, Infrastructure",https://careers.vextrix.io/jobs/558,"Denver, CO",2026-01-30,82,Engineering,Principal/Staff,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.1,1.0,2026-01-26,2026-02-03,Data Observability,
Vextrix,"Senior Engineer, APIs & Integrations",https://careers.vextrix.io/jobs/559,"London, UK",2026-04-16,6,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,15.1,1.93,2026-04-14,2026-04-18,Data Observability,
Vextrix,"Senior PM, Data Intelligence",https://careers.vextrix.io/jobs/560,"New York, NY",2026-02-17,64,Product Management,Senior,Data Observability,Data Governance,data_governance,Data Governance,Data Governance,13.4,1.52,2026-02-17,2026-02-17,Data Observability,
Vextrix,"Software Engineer II, Backend",https://careers.vextrix.io/jobs/561,"Chicago, IL",2026-04-05,17,Engineering,IC,Data Observability,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.0,3.45,2026-03-31,2026-04-08,Data Observability,
Vextrix,Enterprise Account Executive,https://careers.vextrix.io/jobs/562,"Austin, TX",2026-03-07,46,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.0,0.62,2026-02-28,2026-03-11,Data Observability,
Vextrix,"Senior Software Engineer, Data Pipelines",https://careers.vextrix.io/jobs/563,"Austin, TX",2026-02-08,73,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,14.6,1.47,2026-02-01,2026-02-10,Data Observability,
Vextrix,Field Marketing Manager,https://careers.vextrix.io/jobs/564,"Amsterdam, Netherlands",2026-04-13,9,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,1.39,2026-04-09,2026-04-17,Data Observability,
Vextrix,"Senior Software Engineer, Data Platform",https://careers.vextrix.io/jobs/565,"San Francisco, CA",2026-03-29,24,Engineering,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.7,1.59,2026-03-26,2026-03-31,Data Observability,
Vextrix,Strategic Account Manager,https://careers.vextrix.io/jobs/566,"Amsterdam, Netherlands",2026-03-28,25,Sales,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.9,2.8,2026-03-26,2026-04-01,Data Observability,
Vextrix,"SWE, Frontend",https://careers.vextrix.io/jobs/567,"New York, NY",2026-04-07,15,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.0,0.7,2026-04-05,2026-04-08,Data Observability,
Vextrix,"Senior PMM, AI & Platform",https://careers.vextrix.io/jobs/568,"Seattle, WA",2026-02-18,63,Marketing,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.2,2.21,2026-02-12,2026-02-23,Data Observability,
Vextrix,"Applied Scientist, NLP",https://careers.vextrix.io/jobs/569,"Seattle, WA",2026-03-06,47,AI/ML & Vector,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.2,0.71,2026-03-03,2026-03-11,Data Observability,
Vextrix,ML Research Scientist,https://careers.vextrix.io/jobs/570,"San Francisco, CA",2026-01-30,82,AI/ML & Vector,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.7,2.73,2026-01-24,2026-02-01,Data Observability,
Vextrix,"Product Manager, Core Platform",https://careers.vextrix.io/jobs/571,"San Francisco, CA",2026-02-13,68,Product Management,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,3.0,2026-02-12,2026-02-14,Data Observability,
Vextrix,"Data Analyst, Revenue Operations",https://careers.vextrix.io/jobs/572,"Amsterdam, Netherlands",2026-03-23,30,Data/Analytics,IC,Data Observability,Data/Analytics,data_analytics,Data,Data/Analytics,4.3,1.08,2026-03-20,2026-03-27,Data Observability,
Vextrix,Senior Sales Engineer,https://careers.vextrix.io/jobs/573,"Berlin, Germany",2026-04-08,14,Sales,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,14.7,2.52,2026-04-02,2026-04-08,Data Observability,
Vextrix,"SWE II, Backend",https://careers.vextrix.io/jobs/574,"Boston, MA",2026-02-16,65,Engineering,IC,Data Observability,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.8,2.1,2026-02-09,2026-02-18,Data Observability,
Vextrix,Field Marketing Manager,https://careers.vextrix.io/jobs/575,"Denver, CO",2026-03-05,48,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,1.79,2026-02-28,2026-03-09,Data Observability,
Vextrix,"Director of Engineering, Platform",https://careers.vextrix.io/jobs/576,"Amsterdam, Netherlands",2026-03-04,49,Engineering,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.4,1.26,2026-02-25,2026-03-07,Data Observability,
Vextrix,"Data Analyst, Revenue Operations",https://careers.vextrix.io/jobs/577,"London, UK",2026-03-16,37,Data/Analytics,IC,Data Observability,Data/Analytics,data_analytics,Data,Data/Analytics,3.5,0.91,2026-03-12,2026-03-16,Data Observability,
Vextrix,"Senior Engineer, APIs & Integrations",https://careers.vextrix.io/jobs/578,"San Francisco, CA",2026-03-12,41,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,15.0,3.33,2026-03-08,2026-03-16,Data Observability,
Vextrix,"AI Product Engineer, LLM Features",https://careers.vextrix.io/jobs/579,"Chicago, IL",2026-04-17,5,AI/ML & Vector,IC,Data Observability,Vector / AI,vector___ai,Vector,Vector / AI,8.7,0.92,2026-04-12,2026-04-21,Data Observability,
Vextrix,"Principal Engineer, Distributed Systems",https://careers.vextrix.io/jobs/580,"London, UK",2026-04-10,12,Engineering,Principal/Staff,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.3,3.25,2026-04-09,2026-04-15,Data Observability,
Vextrix,"Senior Software Engineer, Data Pipelines",https://careers.vextrix.io/jobs/581,"London, UK",2026-02-18,63,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,15.1,0.79,2026-02-14,2026-02-18,Data Observability,
Vextrix,"Director of Enterprise Sales, EMEA",https://careers.vextrix.io/jobs/582,"San Francisco, CA",2026-04-11,11,Sales,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.3,1.5,2026-04-05,2026-04-14,Data Observability,
Vextrix,Customer Success Manager,https://careers.vextrix.io/jobs/583,"London, UK",2026-01-28,84,Customer Success,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.4,2.4,2026-01-22,2026-01-28,Data Observability,
Vextrix,"Senior Software Engineer, Data Platform",https://careers.vextrix.io/jobs/584,"London, UK",2026-02-11,70,Engineering,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,2.01,2026-02-08,2026-02-12,Data Observability,
Vextrix,"SWE, Frontend",https://careers.vextrix.io/jobs/585,"London, UK",2026-02-04,77,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.0,1.17,2026-01-31,2026-02-07,Data Observability,
Vextrix,"Engineering Manager, Core Platform",https://careers.vextrix.io/jobs/586,"London, UK",2026-02-20,61,Engineering,Manager,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,2.14,2026-02-16,2026-02-20,Data Observability,
Vextrix,"Software Engineer, Frontend",https://careers.vextrix.io/jobs/587,"Chicago, IL",2026-04-04,18,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,2.1,1.96,2026-04-01,2026-04-08,Data Observability,
Vextrix,Strategic Account Manager,https://careers.vextrix.io/jobs/588,"New York, NY",2026-03-21,32,Sales,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.0,1.79,2026-03-20,2026-03-21,Data Observability,
Vextrix,Commercial Account Executive,https://careers.vextrix.io/jobs/589,"Seattle, WA",2026-03-08,45,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.1,2.28,2026-03-08,2026-03-10,Data Observability,
Vextrix,"Engineering Manager, Core Platform",https://careers.vextrix.io/jobs/590,"Austin, TX",2026-02-01,80,Engineering,Manager,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.4,3.27,2026-01-29,2026-02-02,Data Observability,
Vextrix,Senior Sales Engineer,https://careers.vextrix.io/jobs/591,"San Francisco, CA",2026-04-07,15,Sales,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,14.0,2.36,2026-04-05,2026-04-09,Data Observability,
Vextrix,"Staff Engineer, Infrastructure",https://careers.vextrix.io/jobs/592,"Chicago, IL",2026-02-23,58,Engineering,Principal/Staff,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.5,1.13,2026-02-20,2026-02-24,Data Observability,
Vextrix,"Applied Scientist, NLP",https://careers.vextrix.io/jobs/593,"Austin, TX",2026-02-01,80,AI/ML & Vector,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.4,2.5,2026-01-26,2026-02-05,Data Observability,
Vextrix,Field Marketing Manager,https://careers.vextrix.io/jobs/594,"Austin, TX",2026-03-20,33,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.6,1.1,2026-03-16,2026-03-20,Data Observability,
Vextrix,"Senior Software Engineer, Data Platform",https://careers.vextrix.io/jobs/595,"Berlin, Germany",2026-03-03,50,Engineering,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.0,3.06,2026-02-26,2026-03-03,Data Observability,
Vextrix,"Software Engineer, Frontend",https://careers.vextrix.io/jobs/596,"Amsterdam, Netherlands",2026-03-04,49,Engineering,IC,Data Observability,UI/UX,ui_ux,UI,UI/UX,3.0,0.8,2026-02-27,2026-03-07,Data Observability,
Vextrix,Field Marketing Manager,https://careers.vextrix.io/jobs/597,"Seattle, WA",2026-03-29,24,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.5,1.87,2026-03-29,2026-03-29,Data Observability,
Vextrix,"Director of Engineering, Platform",https://careers.vextrix.io/jobs/598,"Chicago, IL",2026-03-10,43,Engineering,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.3,0.97,2026-03-05,2026-03-15,Data Observability,
Vextrix,"Principal Engineer, Distributed Systems",https://careers.vextrix.io/jobs/599,Remote,2026-02-16,65,Engineering,Principal/Staff,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.1,2.38,2026-02-10,2026-02-16,Data Observability,
Vextrix,Director of Customer Success,https://careers.vextrix.io/jobs/600,"Boston, MA",2026-04-02,20,Customer Success,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.3,2.47,2026-04-01,2026-04-07,Data Observability,
Vextrix,Site Reliability Engineer,https://careers.vextrix.io/jobs/601,"Seattle, WA",2026-02-27,54,Engineering,IC,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.6,1.78,2026-02-23,2026-03-03,Data Observability,
Vextrix,"Director of Engineering, Platform",https://careers.vextrix.io/jobs/602,"Berlin, Germany",2026-03-26,27,Engineering,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,2.12,2026-03-23,2026-03-27,Data Observability,
Vextrix,"Director of Engineering, Platform",https://careers.vextrix.io/jobs/603,"Austin, TX",2026-02-25,56,Engineering,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.8,2.19,2026-02-23,2026-02-27,Data Observability,
Vextrix,"Director of Engineering, Platform",https://careers.vextrix.io/jobs/604,"Boston, MA",2026-03-29,24,Engineering,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.2,0.94,2026-03-29,2026-03-31,Data Observability,
Vextrix,Demand Generation Manager,https://careers.vextrix.io/jobs/605,"Chicago, IL",2026-03-14,39,Marketing,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,2.97,2026-03-10,2026-03-15,Data Observability,
Vextrix,"Product Manager, Core Platform",https://careers.vextrix.io/jobs/606,"San Francisco, CA",2026-03-29,24,Product Management,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,2.34,2026-03-25,2026-04-02,Data Observability,
Vextrix,"Staff ML Engineer, Model Infrastructure",https://careers.vextrix.io/jobs/607,"Berlin, Germany",2026-03-23,30,AI/ML & Vector,Principal/Staff,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.1,0.74,2026-03-16,2026-03-24,Data Observability,
Vextrix,Data Science Manager,https://careers.vextrix.io/jobs/608,"Denver, CO",2026-03-29,24,AI/ML & Vector,Manager,Data Observability,Data/Analytics,data_analytics,Data,Data/Analytics,4.5,0.91,2026-03-26,2026-03-30,Data Observability,
Vextrix,"Senior Software Engineer, Data Platform",https://careers.vextrix.io/jobs/609,"Seattle, WA",2026-02-28,53,Engineering,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.0,3.46,2026-02-25,2026-02-28,Data Observability,
Vextrix,"Senior Software Engineer, Data Pipelines",https://careers.vextrix.io/jobs/610,"Boston, MA",2026-01-23,89,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,15.2,3.16,2026-01-17,2026-01-26,Data Observability,
Vextrix,VP of Product,https://careers.vextrix.io/jobs/611,"Denver, CO",2026-03-12,41,Product Management,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.7,2.73,2026-03-12,2026-03-16,Data Observability,
Vextrix,"Senior Software Engineer, Data Pipelines",https://careers.vextrix.io/jobs/612,"Amsterdam, Netherlands",2026-03-21,32,Engineering,Senior,Data Observability,ETL/Integration,etl_integration,ETL,ETL/Integration,14.6,3.45,2026-03-21,2026-03-25,Data Observability,
Vextrix,"Senior Software Engineer, Data Platform",https://careers.vextrix.io/jobs/613,"Chicago, IL",2026-03-15,38,Engineering,Senior,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.3,1.41,2026-03-11,2026-03-18,Data Observability,
Vextrix,"Principal Engineer, Distributed Systems",https://careers.vextrix.io/jobs/614,"Amsterdam, Netherlands",2026-01-23,89,Engineering,Principal/Staff,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.3,1.89,2026-01-16,2026-01-23,Data Observability,
Vextrix,Enterprise Account Executive,https://careers.vextrix.io/jobs/615,"Amsterdam, Netherlands",2026-02-06,75,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,1.74,2026-01-30,2026-02-06,Data Observability,
Vextrix,Site Reliability Engineer,https://careers.vextrix.io/jobs/616,"New York, NY",2026-02-22,59,Engineering,IC,Data Observability,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.0,2.58,2026-02-20,2026-02-27,Data Observability,
Vextrix,Enterprise Account Executive,https://careers.vextrix.io/jobs/617,"Berlin, Germany",2026-02-23,58,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.2,2.07,2026-02-17,2026-02-28,Data Observability,
Vextrix,VP of Product,https://careers.vextrix.io/jobs/618,"Amsterdam, Netherlands",2026-03-04,49,Product Management,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.3,2.8,2026-02-27,2026-03-08,Data Observability,
Vextrix,"Senior PMM, AI & Platform",https://careers.vextrix.io/jobs/619,"Austin, TX",2026-04-03,19,Marketing,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,0.65,2026-03-30,2026-04-05,Data Observability,
Vextrix,Commercial Account Executive,https://careers.vextrix.io/jobs/620,"Austin, TX",2026-01-31,81,Sales,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.7,0.89,2026-01-28,2026-01-31,Data Observability,
Vextrix,"Regional Vice President, Sales",https://careers.vextrix.io/jobs/621,"Chicago, IL",2026-02-22,59,Sales,Director+,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,11.2,2.13,2026-02-22,2026-02-26,Data Observability,
Vextrix,"Senior PMM, AI & Platform",https://careers.vextrix.io/jobs/622,"Berlin, Germany",2026-02-05,76,Marketing,Senior,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.0,1.73,2026-02-04,2026-02-09,Data Observability,
Vextrix,"Staff ML Engineer, Model Infrastructure",https://careers.vextrix.io/jobs/623,"Berlin, Germany",2026-02-01,80,AI/ML & Vector,Principal/Staff,Data Observability,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.1,2.98,2026-02-01,2026-02-02,Data Observability,
Vextrix,"Engineering Manager, Core Platform",https://careers.vextrix.io/jobs/624,"San Francisco, CA",2026-04-03,19,Engineering,Manager,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,10.8,3.01,2026-03-30,2026-04-05,Data Observability,
Vextrix,Customer Success Manager,https://careers.vextrix.io/jobs/625,"Austin, TX",2026-02-27,54,Customer Success,IC,Data Observability,Data Platform,data_platform,Data Platform,Data Platform,9.8,1.35,2026-02-25,2026-03-02,Data Observability,
Orbital Labs,"Regional Vice President, Sales",https://careers.orbital labs.io/jobs/626,Remote,2026-04-10,12,Sales,Director+,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.1,3.19,2026-04-09,2026-04-13,Data Governance,
Orbital Labs,"Solutions Engineer, Enterprise",https://careers.orbital labs.io/jobs/627,"Austin, TX",2026-02-20,61,Solution Engineering,IC,Data Governance,ETL/Integration,etl_integration,ETL,ETL/Integration,13.7,3.08,2026-02-15,2026-02-24,Data Governance,
Orbital Labs,"Senior Engineer, APIs & Integrations",https://careers.orbital labs.io/jobs/628,"San Francisco, CA",2026-02-02,79,Engineering,Senior,Data Governance,ETL/Integration,etl_integration,ETL,ETL/Integration,13.7,2.69,2026-02-01,2026-02-05,Data Governance,
Orbital Labs,"Director of Enterprise Sales, EMEA",https://careers.orbital labs.io/jobs/629,"London, UK",2026-02-26,55,Sales,Director+,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,11.2,1.28,2026-02-21,2026-02-27,Data Governance,
Orbital Labs,Commercial Account Executive,https://careers.orbital labs.io/jobs/630,"Austin, TX",2026-02-17,64,Sales,IC,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,11.3,1.2,2026-02-13,2026-02-18,Data Governance,
Orbital Labs,"Senior Software Engineer, Data Platform",https://careers.orbital labs.io/jobs/631,"New York, NY",2026-01-31,81,Engineering,Senior,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,11.0,1.12,2026-01-25,2026-02-03,Data Governance,
Orbital Labs,"Engineering Manager, Core Platform",https://careers.orbital labs.io/jobs/632,"Berlin, Germany",2026-04-20,2,Engineering,Manager,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,9.9,1.34,2026-04-19,2026-04-22,Data Governance,
Orbital Labs,"Director of Engineering, Platform",https://careers.orbital labs.io/jobs/633,"New York, NY",2026-04-21,1,Engineering,Director+,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.9,1.52,2026-04-21,2026-04-22,Data Governance,
Orbital Labs,"Engineering Manager, Core Platform",https://careers.orbital labs.io/jobs/634,"San Francisco, CA",2026-02-20,61,Engineering,Manager,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.8,1.94,2026-02-13,2026-02-24,Data Governance,
Orbital Labs,Demand Generation Manager,https://careers.orbital labs.io/jobs/635,"Amsterdam, Netherlands",2026-04-14,8,Marketing,IC,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.1,2.67,2026-04-09,2026-04-18,Data Governance,
Orbital Labs,"Staff ML Engineer, Model Infrastructure",https://careers.orbital labs.io/jobs/636,"New York, NY",2026-03-07,46,AI/ML & Vector,Principal/Staff,Data Governance,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.9,1.34,2026-03-07,2026-03-09,Data Governance,
Orbital Labs,Channel Partner Manager,https://careers.orbital labs.io/jobs/637,"London, UK",2026-02-07,74,Partners/Alliances,IC,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.3,2.29,2026-02-03,2026-02-12,Data Governance,
Orbital Labs,Product Marketing Manager,https://careers.orbital labs.io/jobs/638,"New York, NY",2026-02-28,53,Marketing,IC,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,10.5,1.21,2026-02-21,2026-03-02,Data Governance,
Orbital Labs,"Principal Engineer, Distributed Systems",https://careers.orbital labs.io/jobs/639,"Boston, MA",2026-04-07,15,Engineering,Principal/Staff,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,11.1,2.83,2026-04-06,2026-04-10,Data Governance,
Orbital Labs,Data Science Manager,https://careers.orbital labs.io/jobs/640,"Boston, MA",2026-03-28,25,AI/ML & Vector,Manager,Data Governance,Data/Analytics,data_analytics,Data,Data/Analytics,5.3,2.7,2026-03-24,2026-03-30,Data Governance,
Orbital Labs,"Staff Engineer, Infrastructure",https://careers.orbital labs.io/jobs/641,"San Francisco, CA",2026-03-26,27,Engineering,Principal/Staff,Data Governance,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.4,2.64,2026-03-25,2026-03-26,Data Governance,
Orbital Labs,"Senior Software Engineer, Data Platform",https://careers.orbital labs.io/jobs/642,"Chicago, IL",2026-03-10,43,Engineering,Senior,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,11.3,0.81,2026-03-06,2026-03-10,Data Governance,
Orbital Labs,"Applied Scientist, NLP",https://careers.orbital labs.io/jobs/643,"Seattle, WA",2026-03-11,42,AI/ML & Vector,Senior,Data Governance,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.4,1.33,2026-03-06,2026-03-14,Data Governance,
Orbital Labs,"Regional Vice President, Sales",https://careers.orbital labs.io/jobs/644,Remote,2026-04-01,21,Sales,Director+,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,9.7,3.37,2026-03-31,2026-04-02,Data Governance,
Orbital Labs,"ML Engineer, Vector Search",https://careers.orbital labs.io/jobs/645,Remote,2026-04-03,19,AI/ML & Vector,IC,Data Governance,Vector / AI,vector___ai,Vector,Vector / AI,9.1,1.01,2026-03-30,2026-04-07,Data Governance,
Orbital Labs,Field Marketing Manager,https://careers.orbital labs.io/jobs/646,"Austin, TX",2026-04-15,7,Marketing,IC,Data Governance,Data Platform,data_platform,Data Platform,Data Platform,9.6,3.21,2026-04-15,2026-04-15,Data Governance,
